andor_practitioner_id,andor_org_guid,encounter_count,run_id
PROV_9999949198,ANDOR_ORG_345,24,andor1000_placeholder
PROV_9999948190,ANDOR_ORG_179,24,andor1000_placeholder
PROV_9999986091,ANDOR_ORG_620,24,andor1000_placeholder
PROV_9999932194,ANDOR_ORG_297,24,andor1000_placeholder
PROV_9999952598,ANDOR_ORG_113,23,andor1000_placeholder
PROV_9999904698,ANDOR_ORG_645,23,andor1000_placeholder
PROV_9999895490,ANDOR_ORG_058,23,andor1000_placeholder
PROV_9999921197,ANDOR_ORG_135,23,andor1000_placeholder
PROV_9999952697,ANDOR_ORG_339,23,andor1000_placeholder
PROV_9999964395,ANDOR_ORG_229,23,andor1000_placeholder
PROV_9999926196,ANDOR_ORG_755,23,andor1000_placeholder
PROV_9999906693,ANDOR_ORG_287,22,andor1000_placeholder
PROV_9999923292,ANDOR_ORG_770,22,andor1000_placeholder
PROV_9999964791,ANDOR_ORG_538,22,andor1000_placeholder
PROV_9999915991,ANDOR_ORG_431,22,andor1000_placeholder
PROV_9999928390,ANDOR_ORG_334,22,andor1000_placeholder
PROV_9999938894,ANDOR_ORG_238,22,andor1000_placeholder
PROV_9999965491,ANDOR_ORG_416,22,andor1000_placeholder
PROV_9999959791,ANDOR_ORG_362,22,andor1000_placeholder
PROV_9999954594,ANDOR_ORG_414,22,andor1000_placeholder
PROV_9999979096,ANDOR_ORG_144,22,andor1000_placeholder
PROV_9999946699,ANDOR_ORG_542,22,andor1000_placeholder
PROV_9999935296,ANDOR_ORG_208,21,andor1000_placeholder
PROV_9999994392,ANDOR_ORG_472,21,andor1000_placeholder
PROV_9999912592,ANDOR_ORG_177,21,andor1000_placeholder
PROV_9999939991,ANDOR_ORG_428,21,andor1000_placeholder
PROV_9999930495,ANDOR_ORG_199,21,andor1000_placeholder
PROV_9999983098,ANDOR_ORG_741,21,andor1000_placeholder
PROV_9999953398,ANDOR_ORG_389,21,andor1000_placeholder
PROV_9999970996,ANDOR_ORG_043,21,andor1000_placeholder
PROV_9999950097,ANDOR_ORG_427,21,andor1000_placeholder
PROV_9999965194,ANDOR_ORG_387,20,andor1000_placeholder
PROV_9999924290,ANDOR_ORG_137,20,andor1000_placeholder
PROV_9999917195,ANDOR_ORG_590,20,andor1000_placeholder
PROV_9999988394,ANDOR_ORG_514,20,andor1000_placeholder
PROV_9999985796,ANDOR_ORG_170,20,andor1000_placeholder
PROV_9999957597,ANDOR_ORG_567,20,andor1000_placeholder
PROV_9999961599,ANDOR_ORG_605,20,andor1000_placeholder
PROV_9999962993,ANDOR_ORG_511,20,andor1000_placeholder
PROV_9999944892,ANDOR_ORG_268,20,andor1000_placeholder
PROV_9999960393,ANDOR_ORG_726,20,andor1000_placeholder
PROV_9999961391,ANDOR_ORG_319,20,andor1000_placeholder
PROV_9999978692,ANDOR_ORG_409,19,andor1000_placeholder
PROV_9999931394,ANDOR_ORG_396,19,andor1000_placeholder
PROV_9999980193,ANDOR_ORG_046,19,andor1000_placeholder
PROV_9999931691,ANDOR_ORG_688,19,andor1000_placeholder
PROV_9999954792,ANDOR_ORG_145,19,andor1000_placeholder
PROV_9999988295,ANDOR_ORG_221,19,andor1000_placeholder
PROV_9999939892,ANDOR_ORG_174,19,andor1000_placeholder
PROV_9999944199,ANDOR_ORG_117,19,andor1000_placeholder
PROV_9999981795,ANDOR_ORG_751,19,andor1000_placeholder
PROV_9999913699,ANDOR_ORG_669,18,andor1000_placeholder
PROV_9999967695,ANDOR_ORG_593,18,andor1000_placeholder
PROV_9999959197,ANDOR_ORG_698,18,andor1000_placeholder
PROV_9999894998,ANDOR_ORG_763,18,andor1000_placeholder
PROV_9999964296,ANDOR_ORG_138,18,andor1000_placeholder
PROV_9999966598,ANDOR_ORG_520,18,andor1000_placeholder
PROV_9999938399,ANDOR_ORG_052,18,andor1000_placeholder
PROV_9999958397,ANDOR_ORG_588,17,andor1000_placeholder
PROV_9999960997,ANDOR_ORG_266,17,andor1000_placeholder
PROV_9999996793,ANDOR_ORG_110,17,andor1000_placeholder
PROV_9999923896,ANDOR_ORG_516,17,andor1000_placeholder
PROV_9999954891,ANDOR_ORG_725,17,andor1000_placeholder
PROV_9999953992,ANDOR_ORG_476,17,andor1000_placeholder
PROV_9999940395,ANDOR_ORG_302,17,andor1000_placeholder
PROV_9999974196,ANDOR_ORG_666,16,andor1000_placeholder
PROV_9999957696,ANDOR_ORG_270,16,andor1000_placeholder
PROV_9999965590,ANDOR_ORG_418,16,andor1000_placeholder
PROV_9999927897,ANDOR_ORG_505,16,andor1000_placeholder
PROV_9999955997,ANDOR_ORG_720,16,andor1000_placeholder
PROV_9999959890,ANDOR_ORG_271,16,andor1000_placeholder
PROV_9999981993,ANDOR_ORG_116,16,andor1000_placeholder
PROV_9999968198,ANDOR_ORG_200,16,andor1000_placeholder
PROV_9999963090,ANDOR_ORG_361,15,andor1000_placeholder
PROV_9999907899,ANDOR_ORG_038,15,andor1000_placeholder
PROV_9999918094,ANDOR_ORG_459,15,andor1000_placeholder
PROV_9999944496,ANDOR_ORG_250,15,andor1000_placeholder
PROV_9999944298,ANDOR_ORG_442,15,andor1000_placeholder
PROV_9999964494,ANDOR_ORG_715,15,andor1000_placeholder
PROV_9999955294,ANDOR_ORG_709,15,andor1000_placeholder
PROV_9999983692,ANDOR_ORG_042,15,andor1000_placeholder
PROV_9999943191,ANDOR_ORG_293,15,andor1000_placeholder
PROV_9999956193,ANDOR_ORG_554,15,andor1000_placeholder
PROV_9999924191,ANDOR_ORG_420,14,andor1000_placeholder
PROV_9999966697,ANDOR_ORG_444,14,andor1000_placeholder
PROV_9999994699,ANDOR_ORG_508,14,andor1000_placeholder
PROV_9999960591,ANDOR_ORG_020,14,andor1000_placeholder
PROV_9999916494,ANDOR_ORG_296,14,andor1000_placeholder
PROV_9999922690,ANDOR_ORG_311,14,andor1000_placeholder
PROV_9999974691,ANDOR_ORG_736,14,andor1000_placeholder
PROV_9999949396,ANDOR_ORG_118,14,andor1000_placeholder
PROV_9999922096,ANDOR_ORG_594,14,andor1000_placeholder
PROV_9999959395,ANDOR_ORG_317,14,andor1000_placeholder
PROV_9999969899,ANDOR_ORG_168,14,andor1000_placeholder
PROV_9999956391,ANDOR_ORG_153,14,andor1000_placeholder
PROV_9999905299,ANDOR_ORG_300,14,andor1000_placeholder
PROV_9999963199,ANDOR_ORG_233,14,andor1000_placeholder
PROV_9999966093,ANDOR_ORG_665,14,andor1000_placeholder
PROV_9999941898,ANDOR_ORG_032,14,andor1000_placeholder
PROV_9999961896,ANDOR_ORG_289,14,andor1000_placeholder
PROV_9999962498,ANDOR_ORG_151,14,andor1000_placeholder
PROV_9999901595,ANDOR_ORG_274,13,andor1000_placeholder
PROV_9999931295,ANDOR_ORG_175,13,andor1000_placeholder
PROV_9999922195,ANDOR_ORG_675,13,andor1000_placeholder
PROV_9999987297,ANDOR_ORG_696,13,andor1000_placeholder
PROV_9999924696,ANDOR_ORG_449,13,andor1000_placeholder
PROV_9999947093,ANDOR_ORG_089,13,andor1000_placeholder
PROV_9999901991,ANDOR_ORG_748,13,andor1000_placeholder
PROV_9999945394,ANDOR_ORG_062,13,andor1000_placeholder
PROV_9999900498,ANDOR_ORG_680,13,andor1000_placeholder
PROV_9999959098,ANDOR_ORG_758,13,andor1000_placeholder
PROV_9999937797,ANDOR_ORG_556,13,andor1000_placeholder
PROV_9999935999,ANDOR_ORG_548,13,andor1000_placeholder
PROV_9999958892,ANDOR_ORG_721,13,andor1000_placeholder
PROV_9999982793,ANDOR_ORG_582,13,andor1000_placeholder
PROV_9999957092,ANDOR_ORG_574,13,andor1000_placeholder
PROV_9999939595,ANDOR_ORG_218,13,andor1000_placeholder
PROV_9999962795,ANDOR_ORG_621,12,andor1000_placeholder
PROV_9999966192,ANDOR_ORG_253,12,andor1000_placeholder
PROV_9999935098,ANDOR_ORG_231,12,andor1000_placeholder
PROV_9999915694,ANDOR_ORG_141,12,andor1000_placeholder
PROV_9999967596,ANDOR_ORG_264,12,andor1000_placeholder
PROV_9999967794,ANDOR_ORG_161,12,andor1000_placeholder
PROV_9999927996,ANDOR_ORG_085,12,andor1000_placeholder
PROV_9999956797,ANDOR_ORG_510,11,andor1000_placeholder
PROV_9999920595,ANDOR_ORG_749,11,andor1000_placeholder
PROV_9999931998,ANDOR_ORG_176,11,andor1000_placeholder
PROV_9999937193,ANDOR_ORG_657,11,andor1000_placeholder
PROV_9999918193,ANDOR_ORG_355,11,andor1000_placeholder
PROV_9999903799,ANDOR_ORG_133,11,andor1000_placeholder
PROV_9999966499,ANDOR_ORG_612,11,andor1000_placeholder
PROV_9999958793,ANDOR_ORG_049,11,andor1000_placeholder
PROV_9999915892,ANDOR_ORG_717,10,andor1000_placeholder
PROV_9999913798,ANDOR_ORG_279,10,andor1000_placeholder
PROV_9999895896,ANDOR_ORG_532,10,andor1000_placeholder
PROV_9999950196,ANDOR_ORG_337,10,andor1000_placeholder
PROV_9999987990,ANDOR_ORG_195,10,andor1000_placeholder
PROV_9999958595,ANDOR_ORG_434,10,andor1000_placeholder
PROV_9999953497,ANDOR_ORG_604,10,andor1000_placeholder
PROV_9999941294,ANDOR_ORG_360,10,andor1000_placeholder
PROV_9999942995,ANDOR_ORG_586,10,andor1000_placeholder
PROV_9999951996,ANDOR_ORG_727,10,andor1000_placeholder
PROV_9999957894,ANDOR_ORG_306,10,andor1000_placeholder
PROV_9999889295,ANDOR_ORG_536,9,andor1000_placeholder
PROV_9999896993,ANDOR_ORG_711,9,andor1000_placeholder
PROV_9999913392,ANDOR_ORG_633,9,andor1000_placeholder
PROV_9999924498,ANDOR_ORG_149,9,andor1000_placeholder
PROV_9999923599,ANDOR_ORG_292,9,andor1000_placeholder
PROV_9999975896,ANDOR_ORG_124,9,andor1000_placeholder
PROV_9999910497,ANDOR_ORG_722,9,andor1000_placeholder
PROV_9999972299,ANDOR_ORG_243,9,andor1000_placeholder
PROV_9999963496,ANDOR_ORG_152,9,andor1000_placeholder
PROV_9999934794,ANDOR_ORG_067,9,andor1000_placeholder
PROV_9999949693,ANDOR_ORG_186,9,andor1000_placeholder
PROV_9999937292,ANDOR_ORG_502,9,andor1000_placeholder
PROV_9999969592,ANDOR_ORG_676,9,andor1000_placeholder
PROV_9999985895,ANDOR_ORG_573,8,andor1000_placeholder
PROV_9999899898,ANDOR_ORG_103,8,andor1000_placeholder
PROV_9999958199,ANDOR_ORG_308,8,andor1000_placeholder
PROV_9999990291,ANDOR_ORG_189,8,andor1000_placeholder
PROV_9999922294,ANDOR_ORG_354,8,andor1000_placeholder
PROV_9999888495,ANDOR_ORG_252,8,andor1000_placeholder
PROV_9999975094,ANDOR_ORG_615,8,andor1000_placeholder
PROV_9999924795,ANDOR_ORG_160,8,andor1000_placeholder
PROV_9999906297,ANDOR_ORG_397,8,andor1000_placeholder
PROV_9999986190,ANDOR_ORG_188,8,andor1000_placeholder
PROV_9999921692,ANDOR_ORG_034,7,andor1000_placeholder
PROV_9999967190,ANDOR_ORG_695,7,andor1000_placeholder
PROV_9999924894,ANDOR_ORG_269,7,andor1000_placeholder
PROV_9999907196,ANDOR_ORG_761,7,andor1000_placeholder
PROV_9999920298,ANDOR_ORG_614,7,andor1000_placeholder
PROV_9999955492,ANDOR_ORG_203,7,andor1000_placeholder
PROV_9999922799,ANDOR_ORG_365,7,andor1000_placeholder
PROV_9999931790,ANDOR_ORG_232,7,andor1000_placeholder
PROV_9999991497,ANDOR_ORG_526,7,andor1000_placeholder
PROV_9999977793,ANDOR_ORG_585,7,andor1000_placeholder
PROV_9999945790,ANDOR_ORG_436,7,andor1000_placeholder
PROV_9999968594,ANDOR_ORG_429,6,andor1000_placeholder
PROV_9999933796,ANDOR_ORG_301,6,andor1000_placeholder
PROV_9999898098,ANDOR_ORG_546,6,andor1000_placeholder
PROV_9999896597,ANDOR_ORG_245,6,andor1000_placeholder
PROV_9999912691,ANDOR_ORG_211,6,andor1000_placeholder
PROV_9999897793,ANDOR_ORG_045,6,andor1000_placeholder
PROV_9999909994,ANDOR_ORG_226,6,andor1000_placeholder
PROV_9999902692,ANDOR_ORG_750,6,andor1000_placeholder
PROV_9999973693,ANDOR_ORG_708,6,andor1000_placeholder
PROV_9999961797,ANDOR_ORG_048,6,andor1000_placeholder
PROV_9999951293,ANDOR_ORG_379,6,andor1000_placeholder
PROV_9999918995,ANDOR_ORG_011,5,andor1000_placeholder
PROV_9999921098,ANDOR_ORG_390,5,andor1000_placeholder
PROV_9999954099,ANDOR_ORG_164,5,andor1000_placeholder
PROV_9999912196,ANDOR_ORG_716,5,andor1000_placeholder
PROV_9999937391,ANDOR_ORG_087,5,andor1000_placeholder
PROV_9999960195,ANDOR_ORG_579,5,andor1000_placeholder
PROV_9999953190,ANDOR_ORG_171,5,andor1000_placeholder
PROV_9999941591,ANDOR_ORG_469,5,andor1000_placeholder
PROV_9999975391,ANDOR_ORG_603,5,andor1000_placeholder
PROV_9999888891,ANDOR_ORG_241,4,andor1000_placeholder
PROV_9999901793,ANDOR_ORG_018,4,andor1000_placeholder
PROV_9999918292,ANDOR_ORG_267,4,andor1000_placeholder
PROV_9999908996,ANDOR_ORG_281,4,andor1000_placeholder
PROV_9999896191,ANDOR_ORG_307,4,andor1000_placeholder
PROV_9999975995,ANDOR_ORG_343,4,andor1000_placeholder
PROV_9999922393,ANDOR_ORG_172,4,andor1000_placeholder
PROV_9999927798,ANDOR_ORG_028,4,andor1000_placeholder
PROV_9999935494,ANDOR_ORG_236,4,andor1000_placeholder
PROV_9999922997,ANDOR_ORG_687,4,andor1000_placeholder
PROV_9999923490,ANDOR_ORG_363,4,andor1000_placeholder
PROV_9999921999,ANDOR_ORG_689,4,andor1000_placeholder
PROV_9999913897,ANDOR_ORG_165,4,andor1000_placeholder
PROV_9999982991,ANDOR_ORG_533,4,andor1000_placeholder
PROV_9999922898,ANDOR_ORG_169,4,andor1000_placeholder
PROV_9999920694,ANDOR_ORG_142,4,andor1000_placeholder
PROV_9999925495,ANDOR_ORG_031,4,andor1000_placeholder
PROV_9999925198,ANDOR_ORG_455,4,andor1000_placeholder
PROV_9999895995,ANDOR_ORG_611,3,andor1000_placeholder
PROV_9999919191,ANDOR_ORG_185,3,andor1000_placeholder
PROV_9999914499,ANDOR_ORG_622,3,andor1000_placeholder
PROV_9999915496,ANDOR_ORG_473,3,andor1000_placeholder
PROV_9999899591,ANDOR_ORG_321,3,andor1000_placeholder
PROV_9999909291,ANDOR_ORG_242,3,andor1000_placeholder
PROV_9999890095,ANDOR_ORG_740,3,andor1000_placeholder
PROV_9999918490,ANDOR_ORG_324,3,andor1000_placeholder
PROV_9999903898,ANDOR_ORG_484,3,andor1000_placeholder
PROV_9999887190,ANDOR_ORG_023,3,andor1000_placeholder
PROV_9999914796,ANDOR_ORG_393,3,andor1000_placeholder
PROV_9999965897,ANDOR_ORG_694,3,andor1000_placeholder
PROV_9999917393,ANDOR_ORG_395,3,andor1000_placeholder
PROV_9999916999,ANDOR_ORG_623,3,andor1000_placeholder
PROV_9999888594,ANDOR_ORG_704,3,andor1000_placeholder
PROV_9999900894,ANDOR_ORG_098,3,andor1000_placeholder
PROV_9999917492,ANDOR_ORG_523,3,andor1000_placeholder
PROV_9999917898,ANDOR_ORG_136,3,andor1000_placeholder
PROV_9999930693,ANDOR_ORG_190,3,andor1000_placeholder
PROV_9999924092,ANDOR_ORG_728,3,andor1000_placeholder
PROV_9999888693,ANDOR_ORG_413,3,andor1000_placeholder
PROV_9999890996,ANDOR_ORG_206,3,andor1000_placeholder
PROV_9999885194,ANDOR_ORG_464,3,andor1000_placeholder
PROV_9999919597,ANDOR_ORG_540,2,andor1000_placeholder
PROV_9999909192,ANDOR_ORG_384,2,andor1000_placeholder
PROV_9999896894,ANDOR_ORG_291,2,andor1000_placeholder
PROV_9999913996,ANDOR_ORG_563,2,andor1000_placeholder
PROV_9999902791,ANDOR_ORG_714,2,andor1000_placeholder
PROV_9999883397,ANDOR_ORG_173,2,andor1000_placeholder
PROV_9999917096,ANDOR_ORG_039,2,andor1000_placeholder
PROV_9999920793,ANDOR_ORG_099,2,andor1000_placeholder
PROV_9999883496,ANDOR_ORG_178,2,andor1000_placeholder
PROV_9999917591,ANDOR_ORG_724,2,andor1000_placeholder
PROV_9999889592,ANDOR_ORG_066,2,andor1000_placeholder
PROV_9999915397,ANDOR_ORG_262,2,andor1000_placeholder
PROV_9999891895,ANDOR_ORG_753,2,andor1000_placeholder
PROV_9999910695,ANDOR_ORG_643,2,andor1000_placeholder
PROV_9999885293,ANDOR_ORG_234,2,andor1000_placeholder
PROV_9999894592,ANDOR_ORG_080,2,andor1000_placeholder
PROV_9999882399,ANDOR_ORG_555,2,andor1000_placeholder
PROV_9999893792,ANDOR_ORG_223,2,andor1000_placeholder
PROV_9999882597,ANDOR_ORG_139,2,andor1000_placeholder
PROV_9999916296,ANDOR_ORG_008,2,andor1000_placeholder
PROV_9999904797,ANDOR_ORG_342,2,andor1000_placeholder
PROV_9999907790,ANDOR_ORG_240,2,andor1000_placeholder
PROV_9999889493,ANDOR_ORG_294,2,andor1000_placeholder
PROV_9999913491,ANDOR_ORG_276,2,andor1000_placeholder
PROV_9999892695,ANDOR_ORG_701,2,andor1000_placeholder
PROV_9999921395,ANDOR_ORG_648,2,andor1000_placeholder
PROV_9999919399,ANDOR_ORG_182,2,andor1000_placeholder
PROV_9999896498,ANDOR_ORG_619,2,andor1000_placeholder
PROV_9999905497,ANDOR_ORG_731,2,andor1000_placeholder
PROV_9999907998,ANDOR_ORG_204,2,andor1000_placeholder
PROV_9999906198,ANDOR_ORG_506,1,andor1000_placeholder
PROV_9999914291,ANDOR_ORG_115,1,andor1000_placeholder
PROV_9999887695,ANDOR_ORG_522,1,andor1000_placeholder
PROV_9999884593,ANDOR_ORG_543,1,andor1000_placeholder
PROV_9999909697,ANDOR_ORG_692,1,andor1000_placeholder
PROV_9999916593,ANDOR_ORG_745,1,andor1000_placeholder
PROV_9999902494,ANDOR_ORG_559,1,andor1000_placeholder
PROV_9999882993,ANDOR_ORG_641,1,andor1000_placeholder
PROV_9999910794,ANDOR_ORG_504,1,andor1000_placeholder
PROV_9999917799,ANDOR_ORG_765,1,andor1000_placeholder
PROV_9999918391,ANDOR_ORG_332,1,andor1000_placeholder
PROV_9999887398,ANDOR_ORG_316,1,andor1000_placeholder
PROV_9999891697,ANDOR_ORG_732,1,andor1000_placeholder
PROV_9999896795,ANDOR_ORG_447,1,andor1000_placeholder
PROV_9999900092,ANDOR_ORG_072,1,andor1000_placeholder
PROV_9999920199,ANDOR_ORG_378,1,andor1000_placeholder
PROV_9999891796,ANDOR_ORG_283,1,andor1000_placeholder
PROV_9999903690,ANDOR_ORG_610,1,andor1000_placeholder
PROV_9999885491,ANDOR_ORG_756,1,andor1000_placeholder
PROV_9999887299,ANDOR_ORG_529,1,andor1000_placeholder
PROV_9999894493,ANDOR_ORG_326,1,andor1000_placeholder
PROV_9999898890,ANDOR_ORG_634,1,andor1000_placeholder
PROV_9999905398,ANDOR_ORG_187,1,andor1000_placeholder
PROV_9999911099,ANDOR_ORG_565,1,andor1000_placeholder
PROV_9999883793,ANDOR_ORG_352,1,andor1000_placeholder
PROV_9999910190,ANDOR_ORG_227,1,andor1000_placeholder
PROV_9999898197,ANDOR_ORG_383,1,andor1000_placeholder
PROV_9999914994,ANDOR_ORG_209,1,andor1000_placeholder
PROV_9999897496,ANDOR_ORG_014,1,andor1000_placeholder
PROV_9999908095,ANDOR_ORG_114,1,andor1000_placeholder
PROV_9999930396,ANDOR_ORG_497,1,andor1000_placeholder
PROV_9999917690,ANDOR_ORG_490,1,andor1000_placeholder
PROV_9999928796,ANDOR_ORG_557,1,andor1000_placeholder
PROV_9999904896,ANDOR_ORG_128,1,andor1000_placeholder
PROV_9999897595,ANDOR_ORG_275,1,andor1000_placeholder
PROV_9999907394,ANDOR_ORG_498,1,andor1000_placeholder
PROV_9999919092,ANDOR_ORG_074,1,andor1000_placeholder
PROV_9999968396,ANDOR_ORG_491,1,andor1000_placeholder
PROV_9999890798,ANDOR_ORG_699,1,andor1000_placeholder
PROV_9999893594,ANDOR_ORG_375,1,andor1000_placeholder
PROV_9999906396,ANDOR_ORG_071,1,andor1000_placeholder
PROV_9999907493,ANDOR_ORG_631,1,andor1000_placeholder
PROV_9999906495,ANDOR_ORG_366,1,andor1000_placeholder
PROV_9999967398,ANDOR_ORG_535,1,andor1000_placeholder
PROV_9999888792,ANDOR_ORG_205,1,andor1000_placeholder
PROV_9999898593,ANDOR_ORG_568,1,andor1000_placeholder
PROV_9999977595,ANDOR_ORG_769,1,andor1000_placeholder
PROV_9999908392,ANDOR_ORG_180,1,andor1000_placeholder
PROV_9999983890,ANDOR_ORG_333,1,andor1000_placeholder
PROV_9999913590,ANDOR_ORG_278,1,andor1000_placeholder
PROV_9999886192,ANDOR_ORG_403,1,andor1000_placeholder
PROV_9999891499,ANDOR_ORG_549,1,andor1000_placeholder
PROV_9999911396,ANDOR_ORG_607,1,andor1000_placeholder
PROV_9999914895,ANDOR_ORG_035,1,andor1000_placeholder
PROV_9999883694,ANDOR_ORG_404,1,andor1000_placeholder
PROV_9999918698,ANDOR_ORG_214,1,andor1000_placeholder
PROV_9999918797,ANDOR_ORG_513,1,andor1000_placeholder
PROV_9999905596,ANDOR_ORG_718,1,andor1000_placeholder
PROV_9999891598,ANDOR_ORG_735,1,andor1000_placeholder
PROV_9999917997,ANDOR_ORG_501,1,andor1000_placeholder
PROV_9999986794,ANDOR_ORG_057,1,andor1000_placeholder
PROV_9999903591,ANDOR_ORG_550,1,andor1000_placeholder
PROV_9999898999,ANDOR_ORG_762,1,andor1000_placeholder
PROV_9999963892,ANDOR_ORG_027,1,andor1000_placeholder
PROV_9999956292,ANDOR_ORG_667,1,andor1000_placeholder
PROV_9999904391,ANDOR_ORG_661,1,andor1000_placeholder
PROV_9999901496,ANDOR_ORG_754,1,andor1000_placeholder
PROV_9999919894,ANDOR_ORG_210,1,andor1000_placeholder
PROV_9999918599,ANDOR_ORG_331,1,andor1000_placeholder
PROV_9999887091,ANDOR_ORG_639,1,andor1000_placeholder
PROV_9999921890,ANDOR_ORG_040,1,andor1000_placeholder
PROV_9999923094,ANDOR_ORG_569,1,andor1000_placeholder
PROV_9999910091,ANDOR_ORG_033,1,andor1000_placeholder
PROV_9999912493,ANDOR_ORG_578,1,andor1000_placeholder
PROV_9999909390,ANDOR_ORG_531,1,andor1000_placeholder
PROV_9999892596,ANDOR_ORG_061,1,andor1000_placeholder
PROV_9999891291,ANDOR_ORG_627,1,andor1000_placeholder
PROV_9999899294,ANDOR_ORG_746,1,andor1000_placeholder
PROV_9999897694,ANDOR_ORG_259,1,andor1000_placeholder
PROV_9999901090,ANDOR_ORG_310,1,andor1000_placeholder
